$GPGGA;050418;5011.13;N;1409.12;E;1;07;1.5;762.9;M;-34.0;M;;;75
$GPGGA;050420;5011.13;N;1409.13;E;1;07;1.5;747.9;M;-34.0;M;;;75
$GPGGA;050421;5011.12;N;1409.13;E;1;07;1.5;740.4;M;-34.0;M;;;75
$GPGGA;050423;5011.11;N;1409.13;E;1;07;1.5;725.4;M;-34.0;M;;;75
$GPGGA;050424;5011.11;N;1409.14;E;1;07;1.5;717.9;M;-34.0;M;;;75
$GPGGA;050426;5011.10;N;1409.14;E;1;07;1.5;702.9;M;-34.0;M;;;75
$GPGGA;050427;5011.09;N;1409.15;E;1;07;1.5;695.4;M;-34.0;M;;;75
$GPGGA;050429;5011.09;N;1409.15;E;1;07;1.5;680.4;M;-34.0;M;;;75
$GPGGA;050430;5011.08;N;1409.16;E;1;07;1.5;672.9;M;-34.0;M;;;75
$GPGGA;050432;5011.08;N;1409.17;E;1;07;1.5;657.9;M;-34.0;M;;;75
$GPGGA;050434;5011.07;N;1409.18;E;1;07;1.5;642.9;M;-34.0;M;;;75
$GPGGA;050436;5011.07;N;1409.19;E;1;07;1.5;627.9;M;-34.0;M;;;75
$GPGGA;050438;5011.06;N;1409.20;E;1;07;1.5;612.9;M;-34.0;M;;;75
$GPGGA;050439;5011.06;N;1409.20;E;1;07;1.5;605.4;M;-34.0;M;;;75
$GPGGA;050441;5011.06;N;1409.20;E;1;07;1.5;590.4;M;-34.0;M;;;75
$GPGGA;050442;5011.06;N;1409.21;E;1;07;1.5;582.9;M;-34.0;M;;;75
$GPGGA;050444;5011.06;N;1409.22;E;1;07;1.5;567.9;M;-34.0;M;;;75
$GPGGA;050445;5011.05;N;1409.22;E;1;07;1.5;560.4;M;-34.0;M;;;75
$GPGGA;050446;5011.04;N;1409.23;E;1;07;1.5;552.9;M;-34.0;M;;;75
$GPGGA;050448;5011.03;N;1409.23;E;1;07;1.5;537.9;M;-34.0;M;;;75
$GPGGA;050449;5011.03;N;1409.23;E;1;07;1.5;530.4;M;-34.0;M;;;75
$GPGGA;050451;5011.02;N;1409.23;E;1;07;1.5;515.4;M;-34.0;M;;;75
$GPGGA;050452;5011.01;N;1409.23;E;1;07;1.5;507.9;M;-34.0;M;;;75
$GPGGA;050454;5011.00;N;1409.23;E;1;07;1.5;492.9;M;-34.0;M;;;75
$GPGGA;050455;5011.00;N;1409.24;E;1;07;1.5;485.4;M;-34.0;M;;;75
$GPGGA;050456;5011.00;N;1409.25;E;1;07;1.5;477.9;M;-34.0;M;;;75
$GPGGA;050458;5011.00;N;1409.25;E;1;07;1.5;462.9;M;-34.0;M;;;75
$GPGGA;050500;5010.99;N;1409.25;E;1;07;1.5;447.9;M;-34.0;M;;;75
$GPGGA;050501;5010.98;N;1409.25;E;1;07;1.5;440.4;M;-34.0;M;;;75
$GPGGA;050503;5010.97;N;1409.26;E;1;07;1.5;425.4;M;-34.0;M;;;75
$GPGGA;050505;5010.97;N;1409.26;E;1;07;1.5;410.4;M;-34.0;M;;;75
$GPGGA;050506;5010.96;N;1409.27;E;1;07;1.5;402.9;M;-34.0;M;;;75
$GPGGA;050507;5010.95;N;1409.28;E;1;07;1.5;395.4;M;-34.0;M;;;75
$GPGGA;050508;5010.95;N;1409.29;E;1;07;1.5;387.9;M;-34.0;M;;;75
$GPGGA;050510;5010.94;N;1409.30;E;1;07;1.5;372.9;M;-34.0;M;;;75
$GPGGA;050511;5010.93;N;1409.31;E;1;07;1.5;365.4;M;-34.0;M;;;75
$GPGGA;050512;5010.92;N;1409.31;E;1;07;1.5;357.9;M;-34.0;M;;;75
$GPGGA;050513;5010.92;N;1409.32;E;1;07;1.5;350.4;M;-34.0;M;;;75
$GPGGA;050515;5010.92;N;1409.32;E;1;07;1.5;335.4;M;-34.0;M;;;75
$GPGGA;050516;5010.92;N;1409.32;E;1;07;1.5;327.9;M;-34.0;M;;;75
$GPGGA;050517;5010.91;N;1409.32;E;1;07;1.5;320.4;M;-34.0;M;;;75
$GPGGA;050518;5010.90;N;1409.32;E;1;07;1.5;312.9;M;-34.0;M;;;75
